tweet,sentimen
"Kalo gua sih pake grab buat pesen makan, gojek buat ngojek, tapi dari kemaren gua dapet vocer dari gojek maksimal potongan 5k terus, jadi kembali ke angkot wkwkwkk @GrabID @gojekindonesia",0
"Hai Cahyo, mohon maaf atas ketidaknyamanan Anda. Agar dapat ditindaklanjuti mohon informasikan nomor order dan nomor telepon Anda melalui DM ya. Tks^fzy",0
Tanya ke @shabrinarahma ahli diskon,0
"DEAR @gojekindonesia 

I think your admin ga ngerti apa maksud DM saya. When I send DM using bahasa Indonesia, the reply is veeeeeeerrrrrry SLOW. but it's different if it's in ENGLISH. 

WHEN it's in English, your admin doesn't understand the message.",0
Tadi saya order gofood di @gojekindonesia kok ga ada pilihan pembayaran melalui Ovo ya?,0
Ada apa coba dengan @gojekindonesia di lampung ini??  pic.twitter.com/Ls6V2upSDg,0
@Uber ieu moal diajak? Eh geus di kick nya :(,0
@gojekindonesia,0
"@gojekindonesia min unsuspend akunku dong😭 Perasaan nggak ngapa-ngapain dah tapi kok malah di suspend😭 udah seminggu lebih min, kemarin katanya dm email sama nomor hp tapi sampe skrg blm bener asdfghjkl mau nangis aja lah😭😭",0
"@gojekindonesia servernya tolong dong dibetulin, chat sama driver aja gabisa huft",0
Loh bener loh masuk angin kan ikannya kembung.......,0
"Waw jauh jga yaa yank diputernya, udh kaya wisata bis bandros",0
@gojekindonesia topup tidak masuk  pic.twitter.com/Shoq7NjCbj,0
@gojekindonesia kakak saya topup go pay dari atm bank mandiri..dan dinyatakan berhasil.dan ada strucknya..tp go pay saya tidak bertambah..mohon segera di proses..,0
"@gojekindonesia tolong ditindak lanjuti, saya pesen makanan sudah menunggu kurg lebih 30 menit ttp driver juga tidak sampai2 di RESTORAN dan malah MENJAUH dr titik restoran ,Saya coba chat 3x dan tlp tidak ada respon dr driver juga. saya diamkan saja orde",0
"@gojekindonesia ini kenapa yah susah amat nyari driver, udah 10 menitan gini terus.  pic.twitter.com/UvfxybZtY5",0
2in,0
Lebih mulia dr  so sok ngustad ahlinya ahli pakarnya pakar rudal,0
Mohon maaf atas ketidaknyamanan Anda. Perihal keluhan Anda akan kami tindakalnjuti dan sebagai evaluasi untuk peningkatan pelayanan ke depannya ya. Tks^fzy,0
"@gojekindonesia min,bagaimana melihat orderan yg d cancel sm driver?sy udh tggu tp malah d cancel sm drivernya",0
"@GrabID teach some manners to your drivers, will you? He did not want to cancel.
I am going home with @gojekindonesia because of this.  pic.twitter.com/7aZSWxHPvT",0
"Iye di kasih kopi, kopi sudah mendarah daging",0
"Sudah di pick up..
10km bikin driver mager tampaknya.

RB-2735298482",0
"Hai Nana, silakan sampaikan melalui DM ya. Tks^fzy",0
"Hai, mohon maaf atas ketidaknyamanan Anda. Agar dapat ditindaklanjuti mohon informasikan nomor order dan nomor telepon Anda melalui DM ya. Tks^fzy",0
"Hai, mohon maaf atas ketidaknyamanan Anda. Agar dapat ditindaklanjuti mohon informasikan nomor order dan nomor telepon Anda melalui DM ya. Tks^fzy",0
Sama. Aku pake ovo waktu goride juga gabisa @gojekindonesia,0
@gojekindonesia,0
"Hai, mohon maaf atas ketidaknyamanan Anda. Agar dapat ditindaklanjuti mohon informasikan nomor telepon dan email Anda yang terdaftar melalui DM ya. Tks^fzy",0
"Hai, mohon maaf atas ketidaknyamanan Anda. Silakan follow dan DM kami agar kami dapat menindaklanjuti keluhan Anda. Informasikan pula apakah pesanan Anda sudah Anda terima? Tks^Jhn",0
"Hai, kami informasikan pemberian rating hanya dapat dilakukan satu kali setelah order dan untuk rating yang sudah diberikan tidak dapat diubah ya. Tks^fzy",0
"Cancel Terooos
@gojekindonesia  pic.twitter.com/1kRMTn6efE",0
@gojekindonesia ini ngajarin drivernya chat pake “P P P P” gitu apa? Emang P itu artinya apa dan buat chat ke siapa?,0
"@gojekindonesia Saya udah daftar gojek lewat online , udah 3 bulan lebih belum ada panggilan ya? , dokumen lengkap",0
@gojekindonesia knp ini gak bisa beli  pic.twitter.com/cusIMaSgRb,0
Boikot transpirtasi yg dari Malaysia?,0
@gojekindonesia unsuspend my account cowards🤥🤥🤥🤥,0
"Hai, mohon maaf atas ketidaknyamanannya. Bisa diinformasikan nomor order yang terkendala via DM? agar dapat kami proses lebih lanjut. Tks^Jhn",0
"skrng mau nanya
PRESIDEN 
kita mana negara di hina negara miskin
gojek di hina Yo lah bisa di maklumi ni negara cuyyyyy",0
"@gojekindonesia min, saya isi saldo gopay via atm mandiri kok ga masuk ya saldonya ke akun???",0
@gojekindonesia,0
@gojekindonesia kak ini kenapa ya?  pic.twitter.com/SRaQtZpVeH,0
"sumpah kenapa @gojekindonesia parah bgt sih. gue udah 5x cancel orderan karna selalu nyangkut sama driver yg jauh bgt sampe 5km jauhnya, tp saldo gopay gue kepotong terus.",0
Hayu ngariung mang @gojekindonesia,0
"@gojekindonesia sy isi pulsa kok belum masuk ya dari siang, Order ID - GPL-07cc7163f52980",0
"Hai, pastikan internet Anda stabil ya. Apabila belum berhasil silakan mencoba melakukan force close pada aplikasi Gojek Anda dengan cara hapus file sementara (clear cache) yang tersimpan di memori internal, kemudian buka kembali aplikasi Gojek Anda ya. Tks^Jhn",0
"Sama-sama

Dari perwakilan grab jogja",0
Aplikasinya yang bug bukan pesenannya,0
"Hai, untuk lebih lanjut silakan mengirimkan email beserta data Anda ke customerservice@go-jek.com dengan menggunakan alamat Email yg terdaftar pada akun Gojek Anda ya. Terima kasih ^fzy",0
"Hai, mohon maaf atas ketidaknyamanannya. Bisa diinformasikan nomor order yang terkendala via DM? agar dapat kami proses lebih lanjut. Tks^Jhn",0
"@gojekindonesia mau tanya. Kenapa ya kalo order goride di jam pulang kerja (17.30-18.00) itu lama dan kalo dapet, drivernya jauh? kasian kan drivernya.",0
anak IT sabeb,0
"Hai, apabila Anda mengalami kendala untuk layanan GoSend via Shopee silakan Anda melakukan konfirmasi ke pihak Shopee terlebih dahulu di (021) 39500300 atau support@shopee.co.id agar dapat kami proses lebih lanjut. Tks^Jhn",0
"Hai, mohon maaf atas ketidaknyamanan Anda. Agar dapat ditindaklanjuti mohon informasikan nomor telepon dan email Anda yang terdaftar melalui DM ya. Tks^fzy",0
@gojekindonesia dear admin GI udh 2 hari ini orderan masuk seperti biasa tapi kenapa point blm msk ya?  pic.twitter.com/MLHagYhXTC,0
Bisa minta tolong gak min remove gofood saya yg lalu?? Yg terdaftar dgn nomor saya. Soalnya mau bikin baru lagi. Mksh,0
@gojekindonesia,0
Tapi @GrabID perhatian nyuruh makan,0
Saya mohon pihak @gojekindonesia dapat membantu saya mengubah email dan nomor hp pada akun Gojek saya. Terima kasih🙏,0
"Hai, Mohon maaf atas kendalanya. Dapat kami informasikan bahwa rute perjalanan yang tercantum pada aplikasi Gojek mengacu pada Google Maps. Silakan melakukan pengaturan pada GPS Anda menggunakan mode akurasi tinggi ya. Tks^Jhn",0
"@gojekindonesia @gopayindonesia 
No offense but di isiin gopay secara tiba-tiba di hari Gopay Payday jadi bisa ikut rasain cashback nya would actually sucks! pic.twitter.com/fCAVyZrcbK",0
"@gojekindonesia saya mau tanya, saya pesan barang via shopee dgn jasa gosend same day dan setelah dilacak tertulis enroute drop, itu maksudnya apa ya?",0
"@gojekindonesia selamat malam, bakun gojek saya masih pakai nomor lama email saya masih nempel disitubsaya gabisa bikin akun pakai nomer baru itu gimana ya",0
"Entah gw doang apa gmn tapi kenapa ya rute nya suka diputerin jd jauh bgt padahal bisa lurus (see red line), ini kondisi normal, gada macet/accident ujuk2 jarak jd 10km yg sbnrnya hanya 3,5km.
Pls advise??? @gojekindonesia  pic.twitter.com/X76i5QucSn",0
@gojekindonesia @myXLCare ini knp ya ? udh dari pagi gbs login trs.. gadikirim code nya halo ? pic.twitter.com/sTT4A9z6Zs,0
"Mungkin minta tolong bantuan retweetnya min, agar yang juga makin hati2",0
Posisi gps sdh di posisi dmn saya berdiri & jarak 5-10 byk driver standby.,0
"Kecacatan sistem @gojekindonesia ga sinkron gps ama komentnya

Maknya lagi pada marak di DM uang @gopay dan ovo minta di balikin dengan embel embel.makanan/orang/ride ga sampe 

Khusus @grabid JUGA

@kejO_Online w kalo kritik ama aplikator emang pedes karena banyak mafianya https://twitter.com/tanya2rl/status/1166973854272458752 …",0
"Hai, kami mohon maaf atas kendala yg Anda alami, terkait prihal tersbut silakan mematikan fitur GPS di ponsel Anda kemudian menyalakannya kembali ya. Tks^Ari",0
@gojekindonesia min saya ngisi saldo tapi kenapa ga dapet cashback payday nya?,0
"@gojekindonesia ppu skrg udh jadi ibu kota nih, gak mau hadirkan gojek disini? banyak jiwa jiwa mageran disini. karna perantauan pak :"")",0
🤔,0
"Hai, mohon berhati-hati terhadap pihak luar mengatasnamakan Gojek untuk mendistribusikan voucher GoPay atau meminta data pribadi Anda. Pastikan tdk memberikan kode verifikasi kpd siapapun yg meminta. Info lengkap klik  https://www.go-jek.com/blog/jaga-kerahasiaan-kode-verifikasi-go-jekmu/ …. Tks^Ari",0
"@gojekindonesia tolong dong, bug kaya gini dibenerin... Trus juga tiap mau ketik alamat di GOSEND selalu error sendiri.  pic.twitter.com/KwRd4Chv0H",0
😍,0
NIK KTP tanpa OTP pun ga bisa masuk.,0
"@gojekindonesia min, nanya, knp gak sistem anda tdk bs mendapatkan driver yg lbh dekat dg posisi customer? Pdhl di sekitar sy order, byk gojek lainnya standby tp dapetnya yg jauh, shg putar balik.
Jd, bukanya cepat sampai, tp lama sampai juga.
@gojektech ",0
"Tadi pesen GoFood dan makanan ga lengkap. Terus saya ngasih bintang 4 dan komen ""pak makanan saya ketinggalan 1"". Terus beberapa jam kemudian gojeknya nelfon katanya beliau di telfon restonya, makanannya ketinggalan 1. Itu nanti kenapa2 ga min @gojekindonesia ?",0
"Hai, mohon berhati-hati terhadap pihak luar mengatasnamakan Gojek untuk mendistribusikan voucher GoPay atau meminta data pribadi Anda. Pastikan tdk memberikan kode verifikasi kpd siapapun yg meminta. Info lengkap klik  https://www.go-jek.com/blog/jaga-kerahasiaan-kode-verifikasi-go-jekmu/ …. Tks^Ari",0
"Mereka sekarang gak minta OTP lagi bang, tapi NIK KTP.",0
Kantor @gojekindonesia  juga kidi menghargai,0
"@gojekindonesia apakah benar ini nomor dari cs-nya gojek? Tentu bukan pastinya, dia menanyakan data tentang akun gojek saya memastikan nomor yg saya pakai diakun padahal belum pernah topup & saldo 0, untuk apa dia mau nipu saya? Karna saya bete dipanggil ",0
"@gojekindonesia hai min, td orderan gofood saya smpat ngalamin miskomunikasi sama drivernya. Skrg drivernya kena suspend, gimana caranya saya bsa bantu drivernya biar akunnya aktif lagi? Krna ini murni miskomunikasi saja. Thx.",0
"Bales dm dong kak,urgent😭😭😭 @gojekindonesia",0
@gojekindonesia min td sy udah topup tp belum verifikasi akun gopaynya. Saldonya gabakal masuk ya? :(,0
Mas nya kurangg bisa membangun suasana sihh,0
"Menolong sesama anak Bangsa.
Gak perlu nanya :
~ Apa agamamu
~ Siapa Tuhanmu
~ Dimana Kiblatmu

Karena kita bukan malaikat..
Kita hanya makhluk ciptaan - NYA.
Sama.",0
"Ini foto nomernya, hati2 aja ya. Dan ingat pihak GOJEK pun bilang jangan pernah kasih tau kode verifikasi yg masuk ke hp mu bahkan orang yang ngaku dari pihak gojek. Karena kalo kamu kasih mereka bsa login ke akunmu.
Mohon bantuannya @gojekindonesia  pic.twitter.com/yKFITZoa56",0
Kudu di riungkeun sakalian @gojekindonesia jeng @GrabID,0
Kayak aku waktu dulu 😊,0
Si @ustadtengkuzul bukan manusia tapi setan yg berjubah.,0
Ndak tau gua juga,0
Siapa itu an??,0
@gojekindonesia ini penipuankan?,0
@radityadika @radenrauf @GrabID @gojekindonesia @Prambors @ardhitoprmn @maikrolet @wiranagara @ndorokakung @fajarnugros @jayakabajay @pamunqkas @adelladellaide @adhityamulya,0
"Hai Listianaari, untuk lebih lanjut silakan sampaikan keluhan Anda melalui email ke driversupport@go-jek.com dan mohon menungu konfirmasinya ya. Tks^fzy",0
"Emangnya anda pikir gojek tuh punya siapa?🤣🤣🤣...cari berita dengan kakimu, nilai dengan matamu,tutup kupingmu agar terhindar dr hoax🤣🤣",0
"Sent to your dm. 

Thanks, yni.",0
"Hai, agar dapat kami melakukan pengecekan lebih lanjut, bisa diinfokan nomor tlp Anda dan alamat email yg terdaftar via DM. Tks^Ari",0
"@gojekindonesia min, kenapa ya akun gojek driver sy jd sepi order begini ? padahal biasanya normal2 saja. udah dibuat muter2, nyari spot2 rame tp ttp tidak dapat orderan. apakah ada ulasan yg kurang baik dr customer terhadap sy ?",0
"Hi Ara, could you inform the order number through DM? Thanks^yni",0
@gojekindonesia ini kenapa sihhh aaaaaaaa  pic.twitter.com/0ikZq94DBD,0
Kita reply2an kan otomatis masuk notificatione markonah,0
 http://beritatrans.com/2019/08/29/2-september-2019-penerapan-tarif-ojol-baru-berlaku-di-seluruh-indonesia/ … @kemenhub151 @hubdat151 @GrabID @gojekindonesia,0
ehhhhh engga ini pura2nya doang wkwkwkwkw belom menjaga hati siapa2 nih ☹️,0
"Teorinya sih gitu, merchant bareng driver yg lapor barengan kan.
Emang gembel tuh yg fiktif² gtu, harusnya suspend aja. Kecuali kalo gojek tkt kalah sama pesaing jadi tkt matiin akun customer.",0
Sudah dapat kok pak.,0
Dari tadi mention @gojekindonesia belum ada respon kalo udh gini harusnya bisa disuspend kan akun sifiktif ini?,0
"DEAR @gojekindonesia 

why do I always get a driver that is very far from the packet pickup?",0
"@gojekindonesia kemarin saya order gojek dengan no GK-212808470, di kirim dengan gosend sameday, paket belom saya terima tapi status sudah di klik di kirim oleh driver. Tlg di bantu, thank you",0
"Kalo ada oknum malasyia kritik.soal pembangunan dan transportasi biarin aja biar sebgai pemecut pemerintah perbaikin blueprint nya

Jangan close minded",0
"Baca forum minimal skyscrapercity viar ada gambaran penanganan indonesia vs malasyia di jaman kemerdekaan sampe skrng

Di indonesia angkot id vs angkot my level nya beda

Ini angkoy my pic.twitter.com/6AZQSC50yf",0
Ini bukti yang gagak. Udah gw email jg ke admin bangsat nikolas bima ya kalo ga namanya. Balas tetap suruh ngerekam pembicaraan ke xl dulu. Sarap pic.twitter.com/V0Y5SNSyl6,0
maap ga terima bentuk perhatian macam gt. ada hati yang saya jaga.,0
Mulutnya minta disumpel sandal 👡 👡😐,0
Enak aja malah suruh telp ke xl sendiri trs ngerekam dan kirim bukti rekaman pembicaraan ke dia. Bangsat,0
"@gojekindonesia sore kak, boleh cek dm kakkk",0
Di halte MRT dukuh atas.. pas banget komplain langsung ada. Tapi lumayan 40 menit terbuang. Semoga ke depan waktu keberangkatannya jelas. 😂,0
"Gw transaksi kuota xtra combo
No hp yg sama.

Order id 152393314
Sn 170845201908279732140000020000
Sukses masuk

Order id 151960800
Sn 90826000021011
KAGAK MASUK yg ini payfazz ga tanggung jawab",0
"Emang beneŕ kritiknya pedes kok soal tata ruang n jalan dan transportasi

Harusnya emang kite yang geleng geleng kepala",0
"Mohon maaf atas ketidaknyamanannya, mohon info menunggu di halte mana dan tujuan kemana? Terima kasih~RSN",0
W dua duanya,0
@gojekindonesia ?,0
"Hai, mohon maaf atas ketidaknyamanan Anda. Agar dapat ditindaklanjuti mohon informasikan nomor telepon dan email Anda yang terdaftar melalui DM ya. Tks^fzy",0
"Dapet penumpang gocar @gojekindonesia dr sekolah daerah cikeas, bilangnya pengajar. Minta mampir"" gw karenina, gw tungguin sabar. Pas udah sampe tujuan hanya bilang ""Udah pake gopay ya"".. gak bisa tambahin ucapan terimakasih gitu ?",0
"@gojekindonesia dear admin, saya ada kirim DM, tentang perilaku driver. Mohon ditanggapi. Terima kasih",0
"jek @gojekindonesia kalo saya udah nuker point gopay dengan point Ponta, tapi point Ponta nya ga masuk juga ke akun saya, nanya nya kemana nih kak? @PontaID",0
oke kak. berarti itu beneran penipuan kan?,0
"@gojekindonesia saya mau ganti pin gopay. Namun ada kendala saat verivikasi melalui sms karna nomor hp sudah tidak aktif, apakah ada solusi?",0
"@gojekindonesia halo, tadi saya dapet wa sama telfon terkait menang 2 juta. ini bukan dari pihak gojek asli kan kak?  pic.twitter.com/9WaRJIMLxV",0
"Hak konsumen menilai, hak driver protes karena komplain tidak sesuai, harus ada sistem yg lebih baik agar tidak mentah-mentah seperti ini @gojekindonesia  https://twitter.com/tanya2rl/status/1166973854272458752 …",0
"sudah saya dm, tolong ditindaklanjuti ya jgn cuma didiemin aja dm nya",0
"Hai, kami informasikan pemesanan pada layanan GoBox hanya dapat dilakukan di hari yang sama. Agar dapat ditindaklanjuti mohon informasikan nomor ordernya via DM ya. Tks^fzy",0
"Halo @gojekindonesia, saya update ke versi apps trbaru, malah jdi tidak bisa memesan goride, gocar, dan gosend ya. Begini gambarnya. Mohon dibantu..  pic.twitter.com/mvQam8MfzN",0
Iya deh ih bingung kan. Kemana lari nya 4ribu itu.,0
:(,0
"Agak tdk fair!! 
Chalenge @gojekindonesia 
Hanya ut 1000 org pertama
Dan CS/ customer sm skali tdk tau brp sisa kuota.  pic.twitter.com/KR36CyDhQ4",0
"Itu akibat kalau politisi kita tidak menghargai bangsanya, jadi dasar pengusaha malaysia menghina pic.twitter.com/5Uq8g855kc",0
"Hai, agar dapat kami melakukan pengecekan lebih lanjut, bisa diinfokan nomor order pemesanan Anda via DM. Tks^Ari",0
@gojekindonesia saya mau complain. Saya sering pakai go-food untuk pesan makanan. Hari ini saya pesan dari salah satu rumah makan dan saya ditelfon oleh driver gojek menginformasikan bahwa tempat itu sudah ditutup. Tapi RM nya masih terdaftar bahkan memil,0
"Hai, mohon maaf atas ketidaknyamanan Anda. Agar dapat ditindaklanjuti mohon informasikan nomor telepon Anda yang terdaftar dan screenshot voucher yang Anda gunakan melalui DM ya. Tks^fzy",0
"Itu nomornya udah saya cantumkan, kali aja ada yg berniat menindak, bukan dibiarkan aja, bela diri itu memang olah raga asli Indonesia ternyata",0
"bisa dijelasin gak ya @gojekindonesia 
kan pakai vouchernya potongan 8000 tapi yang terpotong cuma 5.500?? dan itu harga promo 12.500 kok pas di estimasinya masih harga sebelum promo?? gimana nih??  pic.twitter.com/ScknAnyz2k",0
"Order fiktif mba gara gara dia aku harus ikutan ngurus ke @gojekindonesia krn pak drivernya takut dapet suspend 
Kronologinya dia pesen dan dichat ga dibales di wa ceklis kaya gitu aja  dan alamat orderannya palsu ternyata",0
@gojekindonesia Mission sudah selesai tapi kok belum dapat vouchernya  pic.twitter.com/F8TlIBt97w,0
temen gue bisa beli ini 2x kok gue cuma bisa 1x sih. totalnya dia dapet 32 voucher :(((( @gojekindonesia  pic.twitter.com/1ajVoXnjb0,0
"Hai, perihal tersebut silakan informasikan nomor telepon dan e-mail Anda yang terdaftar via DM ya. Tks^Jhn",0
"Hai, mohon maaf atas ketidaknyamanan Anda. Silakan follow dan DM kami agar kami dapat menindaklanjuti keluhan Anda. Tks^Jhn",0
Sudah min,0
@gojekindonesia,0
@gojekindonesia gimana ya kok bisa begini. Awalnya cuma beli pulsa biasa ehh tau tau dapet sms go pulsa anda ditemukan adanya aktivitas tidak wajar  pic.twitter.com/bMto3vg8LC,0
"@gojekindonesia min mau DM niii , tp gk bisaaaa",0
"@gojekindonesia 
saya mendaftar menjadi mitra goride, kapan terverifikasi mohon bantuannya",0
"Hai, agar dapat kami melakukan pengecekan lebih lanjut, mohon kirimkan screenshot akun profile gmail Anda via DM ya. Tks^Ari",0
indikator nya bagaimana ya? padahal saya termasuk sering menggunakan gojek. ya saya merasa cukup dirugikan aja dengan fee nya setelah mengetahui bahwa teman saya tidak dikenakan fee,0
@gojekindonesia usul min biaya topup 1000 diapus dong wkwk,0
"Hai, silakan informasikan kendala Anda secara detail ya. Tks^Jhn",0
make hp china makannya wkwkwk jgn iphone... sulaaapp pic.twitter.com/xifnNqZaza,0
Done,0
"@gojekindonesia menaikan pendapatan pengemudi? 
Kontol berjembot 😂
#solo pic.twitter.com/vQb2zxeXu1",0
"Hai, agar dapat kami melakukan pengecekan lebih lanjut, bisa diinfokan nomor tlp Anda dan serta screenshot kterangan saat order menggunakan voucher via DM. Tks^Ari",0
"Hai kak, kami dari Findaya partner Gojek yang menangani PayLater. Untuk menggunakan fitur PayLater, terdapat biaya bulanan sesuai dengan nominal yang tertera pada halaman PayLater kakak dan hanya ditagihkan jika melakukan paling sedikit satu transaksi pada bulan tersebut. Tks^ran",0
"Hai @gojekindonesia, email saya digunakan orang lain untuk mendaftar akun gojek. Saya mendapatkan notifikasi untuk verifikasi email padahal saya tidak membuat akun gojek dengan email yang dimaksud. Mohon bantuannya. khaerulikhwan@gmail.com",0
Ini gimana ya kok bisa terblokir @gojekindonesia  pic.twitter.com/KXsLuHqnVF,0
"Hai kak, kami dari Findaya partner Gojek yang menangani PayLater. Kami informasikan bahwa tanggal jatuh tempo pembayaran PayLater adalah setiap akhir bulan. Apabila kakak menggunakan PayLater pada tanggal 24 Agustus 2019 maka jatuh tempo pada akhir bulan Agustus ya. Tks^ran",0
Udh kyk gni tmpang kmi pak...apa nyanyi yg bisa menghibur pikiran kami pak..kecewaan yg sgt dlm yg sgt kmi rasakan pak..☹ pic.twitter.com/JlvUp59I6q,0
Tolong direspon kenapa tidak ada kejelasan ? @gojekindonesia,0
ajig benerrr kudu meuli iphone kitu jek,0
"Wkwkwk lah makin ngakak, coba ca lu inget2 pernah naro hati ga sama dia",0
kode verifikasinya udah tersebar online gimana dong😂,0
"Ya saya ga bego2 amat ngasih kode, cuma keganggu aja",0
"Hai kak Hanun, kami dari Findaya partner Gojek yang menangani PayLater. Kami informasikan biaya bulanan PayLater untuk setiap​​ pengguna terpilih diberikan berbeda-beda tergantung dari interaksi dengan aplikasi Gojek dan juga pemakaian aplikasi Gojek kakak ya. Tks^ran",0
Gojek is spilling the tea @gojekindonesia  pic.twitter.com/IRy5h4TQIh,0
Biasanya bapak pembimbing itu paham atau tidak selalu jawab OK 😂,0
BELIAU HANYA BELUM PAHAM SAJA,0
Bapak Pembimbing itu disuntik saja dok. Bikin kesal saja😁,0
"BINTANG 5 DAN BINTANG 1, BUKAN BINTANG 5 DITAMBAH BINTANG 1. DI APLIKASINYA @GOJEKINDONESIA GAK ADA BINTANG 6.",0
Hahahaa klo cman laporan centang sih iya,0
Dear @gojekindonesia atas driver dgn plat no tersebut mohon di didik cara berkendara serta sikapnya. #supportgojek #gojeklebihbaikdariopang pic.twitter.com/BZU6QZzZFq,0
"@gojekindonesia min, email saya kan sudah terdaftar digojek sementara nomer hp belum terdaftar itu gimana ya cara loginnya ?",0
@gojekindonesia APAKAH MENJADI SEBUAH KEWAJIBAN ?? UNTUK MEMBOLEHKAN DRIVER UNTUK MEMBAYAR GOFOOD DENGAN SALDO GOPAY SANG DRIVER ??,0
Pake voucher gofood yg 15rb tp kok cuma kepotong 13rb ya? @gojekindonesia @gofoodindonesia,0
@gojekindonesia apakah bisa login dan input menu gobiz melalui pc atau laptop?,0
"hmmmm...
berarti laporan dari driver nggak berlaku kalau hanya dari 1 driver 🤔
minimal 4 driver ya, sprtnya
buang2 waktu pisan ya buat laporan2 ofik tuh 😪",0
@gojekindonesia d sruh DM masalah gojek .. giliran d DM dari semalam gak d buka2 .. padahal butuh bgt aplikasi go shop untuk kerja ..,0
Minggu Depan warga Papua akan Demo Besar besaran dg pakaian perang Pake koteka tombak dan panah serta bom molotov .. Tanda Perang dimulai @SuaraPapua @FreeWestPapua @gojekindonesia @GrabID @SupirPete2 @AIS_MLG @AIS_WSB @AIS_PWT @AIS_PAS @AIS_PBL @acaraMLG @madiungooners @AIS_KED https://twitter.com/rhokilpatrick/status/1165566461680599041 …,0
"Kalo saya sih kemarin sempat nyoba yg pertama cman centang orderan fiktif tapi itu 4x centang baru disuspend, yg kedua langsung by email cman itu ngga tau apakah langsung si suspend apa ngga soalnya nyobanya siang trus malamnya baru sempat nyoba lagi udah ke suspend",0
"gw kudu bikin sendiri percobaan, ntar kalau ada no baru mau coba2 😂
itu laporan nya via apps, atau telp ke kantor?",0
"#shamsubahrin #bigbluetaxi laporan darimana kenthung, tolong jelasin,jangan bohong dan bikin hoax baru #malaysia #gojek @gojekindonesia
 https://inet.detik.com/cyberlife/d-4685429/seputar-big-blue-taxi-yang-bosnya-sebut-indonesia-miskin …",0
Silakan lampirkan screenshot kendalanya melalui DM ya. Terima kasih^yni,0
Oalah yg itu yaaa,0
Mengirim ssnya lewat mana pak?,0
"@gojekindonesia Pak, kok bayar jne infonya dapet cashback, tapi sampe sekarang dari tanggal 14 agustus gak dapet juga",0
"Min Udah daftar online gk pernah di SMS balik, dr pada beli akun SMS balik di min ( SMS suruh ke kantor acc akun )  😄",0
@gojekindonesia bagaimana cara mengaktifkan akun gojek yg terblokir mohon bantuannya ? Terimakasih,0
@gojekindonesia ada yg ngomongin elu nih,0
Kenapa ya @gojekindonesia & @GrabID beli lahan di sekitaran stasiun atau halte buat para driver nunggu customer. Kan jadi macet jalanan & gak teratur 😌😌😌,0
"Hai, perihal tersebut silakan informasikan nomor telepon dan e-mail Anda yang terdaftar via DM ya agar dpt kami bantu. Tks^Jhn",0
"Hai, bisa di informasikan melalui DM, apakah Anda sudah memberikan kode OTP kepada pihak tersebut? Terima kasih^yni",0
"🤔 @JeffBezos @gojekindonesia
 https://www.bloomberg.com/news/articles/2019-08-28/amazon-is-said-to-be-in-talks-to-invest-in-indonesia-s-gojek …",0
"Krn kejadian ini berulang2 (dan di suatu tempat psti ad org lain yg jg ngalamin) jd males order yg jauh2, dg kata lain voucher gofood @gojekindonesia ini percuma alias gk guna, gk kepake! 🙄",0
"Jangankan yg jaraknya >5km, yg <1km aja sering bgt abang gojeknya minta dicancel, alasannya kejauhan lah, macet lah, pdhl selalu gw bilang gk masalah klo harus nunggu agak lama, tp ujung2nya stlh gw ikhlas nunggu malah dicancel 😢
#gofood @gojekindonesia",0
"@gojekindonesia Hai Go Jek, last week saya tukar point dengan souvenir yang infonya akan dikirim ke rumah. Please advice untuk monitor delivery nya bagaimana? Karena belum sampai di rumah. Thank You",0
"Yg bikin harfa naik sebenernya dr peraturan pemerintah, bukan kebijakan grab/gojek",0
@gojekindonesia ini cara remove another device nya gimana ya?  pic.twitter.com/zB2DyLCeZ9,0
Halo @kemkominfo @gojekindonesia apakah segitu ugal2an kah penyalahgunaan data akibat registrasi? Saya pake Pascabayar dan masih aja ditelpon nmr ini ngaku org Gojek dan menang undian. Dan kok bisa orang coba login dari akun gojek saya. CC: @alvinlie21 pic.twitter.com/kQoXN8b1QT,0
"@gojekindonesia halo, mau tanya untuk layanan paylater apa memang setiap akun berbeda ya? karena akun saya ada fee 25rb tapi akun teman saya tidak ada fee nya padahal dari jumlah pemakaian bs dibilang sama",0
"Halo, mohon maaf atas ketidak nyamanannya.
Guna pengecekan & penanganan lebih lanjut, silakan sampaikan keluhan kamu melalui menu Bantuan/Help pada aplikasi Gojek kamu ya. Terima kasih. -SM",0
sediiih :(,0
"@gojekindonesia mohon bantuannya,akun saya tidak bisa digunakan",0
"Dia nawarin hadiah ke rek bank atau gopay. Saya minta gopay, abis itu dimatiin telp sama dia",0
"Hai, silakan informasikan screenshoot kendalanya ya. Tks^jhn",0
"Halo, mohon maaf atas ketidak nyamanannya.
Guna pengecekan & penanganan lebih lanjut, silakan sampaikan keluhan kamu melalui menu Bantuan/Help pada aplikasi Gojek kamu ya. Terima kasih. -SM",0
@gojekindonesia halo,0
@gojekindonesia,0
@gojekindonesia min misi yg terakhir itu apa gw udah pake buat pulsa dan goofod  pic.twitter.com/9YtQae37wl,0
 https://twitter.com/tanya2rl/status/1166973854272458752?s=19 …,0
